"Уникальный идентификатор объявления";"Способ размещения";"Номер объявления на Авито";"Номер телефона";Адрес;"Способ связи";Категория;"Описание объявления";"Ссылки на фото";"Название объявления";Цена;"Вид товара";"Вид объявления";"Тип товара";"Вид запчасти";"Тип детали двигателя";Состояние;Происхождение;Доступность;Производитель;"Номер детали OEM";TypeID;AvitoDateEnd;AvitoStatus;"Название компании";Почта
7980211288;Package;7980211288;;"Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2";;"Запчасти и аксессуары";"Двигатель Chery Amulet SQR477F в наличии
Местоположение: Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2";;"Двигатель Chery Amulet SQR477F в наличии";94500;;;;;;new;;;;;;17.10_26;active;;
7980205641;Package;7980205641;;"Республика Крым, Симферополь, ул. Героев Сталинграда, 10";;"Запчасти и аксессуары";"Двигатель Kia Rio G4FC в наличии
Местоположение: Республика Крым, Симферополь, ул. Героев Сталинграда, 10";;"Двигатель Kia Rio G4FC в наличии";81000;;;;;;new;;;;;;17.10_26;active;;
7980205625;Package;7980205625;;"Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Запчасти и аксессуары";"Двигатель Kia Ceed G4FA
Местоположение: Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Двигатель Kia Ceed G4FA";81000;;;;;;new;;;;;;17.10_26;active;;
7980205070;Package;7980205070;;"Самарская обл., Самара, ул. Авроры, 110к3";;"Запчасти и аксессуары";"Двигатель Hyundai Coupe G4ED в наличии
Местоположение: Самарская обл., Самара, ул. Авроры, 110к3";;"Двигатель Hyundai Coupe G4ED в наличии";108000;;;;;;new;;;;;;17.10_26;active;;
7980204261;Package;7980204261;;"Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Запчасти и аксессуары";"Двигатель Vortex Estina SQR481F в наличии
Местоположение: Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Двигатель Vortex Estina SQR481F в наличии";116100;;;;;;new;;;;;;17.10_26;active;;
7980201520;Package;7980201520;;"Республика Крым, Симферополь, ул. Героев Сталинграда, 10";;"Запчасти и аксессуары";"Двигатель Kia Sportage G4KD в наличии
Местоположение: Республика Крым, Симферополь, ул. Героев Сталинграда, 10";;"Двигатель Kia Sportage G4KD в наличии";135000;;;;;;new;;;;;;17.10_26;active;;
7980201388;Package;7980201388;;"Ставропольский край, Ставрополь, Селекционная ул., 19/1";;"Запчасти и аксессуары";"Двигатель кiа Sроrtage G4NA в наличии
Местоположение: Ставропольский край, Ставрополь, Селекционная ул., 19/1";;"Двигатель кiа Sроrtage G4NA в наличии";135000;;;;;;new;;;;;;17.10_26;active;;
7980198969;Package;7980198969;;"Самарская обл., Самара, ул. Авроры, 110к3";;"Запчасти и аксессуары";"Двигатель Kia Cerato G4ED в наличии
Местоположение: Самарская обл., Самара, ул. Авроры, 110к3";;"Двигатель Kia Cerato G4ED в наличии";108000;;;;;;new;;;;;;17.10_26;active;;
7980198029;Package;7980198029;;"Самарская обл., Самара, ул. Авроры, 110к3";;"Запчасти и аксессуары";"Двигатель Kia Sorento G4KE в наличии
Местоположение: Самарская обл., Самара, ул. Авроры, 110к3";;"Двигатель Kia Sorento G4KE в наличии";135000;;;;;;new;;;;;;17.10_26;active;;
7980197828;Package;7980197828;;"Самарская обл., Самара, ул. Авроры, 110к3";;"Запчасти и аксессуары";"Двигатель Chery V2 SQR473F в наличии
Местоположение: Самарская обл., Самара, ул. Авроры, 110к3";;"Двигатель Chery V2 SQR473F в наличии";94500;;;;;;new;;;;;;17.10_26;active;;
7980197253;Package;7980197253;;"Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2";;"Запчасти и аксессуары";"Двигатель Hyundai ix35 G4KE
Местоположение: Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2";;"Двигатель Hyundai ix35 G4KE";135000;;;;;;new;;;;;;17.10_26;active;;
7980194219;Package;7980194219;;"Республика Крым, Симферополь, ул. Героев Сталинграда, 10";;"Запчасти и аксессуары";"Двигатель Kia Cerato G4GC в наличии
Местоположение: Республика Крым, Симферополь, ул. Героев Сталинграда, 10";;"Двигатель Kia Cerato G4GC в наличии";115200;;;;;;new;;;;;;17.10_26;active;;
7980190817;Package;7980190817;;"Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Запчасти и аксессуары";"Двигатель Vortex Corda SQR477F в наличии
Местоположение: Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Двигатель Vortex Corda SQR477F в наличии";94500;;;;;;new;;;;;;17.10_26;active;;
7980190313;Package;7980190313;;"Ставропольский край, Ставрополь, Селекционная ул., 19/1";;"Запчасти и аксессуары";"Двигатель Lifan Solano LF481Q3
Местоположение: Ставропольский край, Ставрополь, Селекционная ул., 19/1";;"Двигатель Lifan Solano LF481Q3";99000;;;;;;new;;;;;;17.10_26;active;;
7980189430;Package;7980189430;;"Самарская обл., Самара, ул. Авроры, 110к3";;"Запчасти и аксессуары";"Двигатель Geely Coolray JLH-3G15TD
Местоположение: Самарская обл., Самара, ул. Авроры, 110к3";;"Двигатель Geely Coolray JLH-3G15TD";136800;;;;;;new;;;;;;17.10_26;active;;
7980189003;Package;7980189003;;"Самарская обл., Самара, ул. Авроры, 110к3";;"Запчасти и аксессуары";"Двигатель Geely Atlas JLH-3G15TD в наличии
Местоположение: Самарская обл., Самара, ул. Авроры, 110к3";;"Двигатель Geely Atlas JLH-3G15TD в наличии";136800;;;;;;new;;;;;;17.10_26;active;;
7980188581;Package;7980188581;;"Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Запчасти и аксессуары";"Двигатель Mitsubishi Kuda 4G18 в наличии
Местоположение: Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Двигатель Mitsubishi Kuda 4G18 в наличии";85500;;;;;;new;;;;;;17.10_26;active;;
7980188432;Package;7980188432;;"Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2";;"Запчасти и аксессуары";"Двигатель Lifan Solano LF481Q3 в наличии
Местоположение: Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2";;"Двигатель Lifan Solano LF481Q3 в наличии";99000;;;;;;new;;;;;;17.10_26;active;;
7980185277;Package;7980185277;;"Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2";;"Запчасти и аксессуары";"Двигатель Kia Rio G4EE в наличии
Местоположение: Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2";;"Двигатель Kia Rio G4EE в наличии";108000;;;;;;new;;;;;;17.10_26;active;;
7980182548;Package;7980182548;;"Самарская обл., Самара, ул. Авроры, 110к3";;"Запчасти и аксессуары";"Двигатель Mitsubishi Lancer 4G18 в наличии
Местоположение: Самарская обл., Самара, ул. Авроры, 110к3";;"Двигатель Mitsubishi Lancer 4G18 в наличии";85500;;;;;;new;;;;;;17.10_26;active;;
7980181469;Package;7980181469;;"Республика Крым, Симферополь, ул. Героев Сталинграда, 10";;"Запчасти и аксессуары";"Двигатель Hyundai Elantra G4GC в наличии
Местоположение: Республика Крым, Симферополь, ул. Героев Сталинграда, 10";;"Двигатель Hyundai Elantra G4GC в наличии";115200;;;;;;new;;;;;;17.10_26;active;;
7980179803;Package;7980179803;;"Республика Крым, Симферополь, ул. Героев Сталинграда, 10";;"Запчасти и аксессуары";"Двигатель Chery Eastar SQR481FC в наличии
Местоположение: Республика Крым, Симферополь, ул. Героев Сталинграда, 10";;"Двигатель Chery Eastar SQR481FC в наличии";116100;;;;;;new;;;;;;17.10_26;active;;
7980176882;Package;7980176882;;"Ставропольский край, Ставрополь, Селекционная ул., 19/1";;"Запчасти и аксессуары";"Двигатель Lifan Breez LF479Q3
Местоположение: Ставропольский край, Ставрополь, Селекционная ул., 19/1";;"Двигатель Lifan Breez LF479Q3";94990;;;;;;new;;;;;;17.10_26;active;;
7980176724;Package;7980176724;;"Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Запчасти и аксессуары";"Двигатель Kia Cerato G4ED в наличии
Местоположение: Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Двигатель Kia Cerato G4ED в наличии";108000;;;;;;new;;;;;;17.10_26;active;;
7980174821;Package;7980174821;;"Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Запчасти и аксессуары";"Двигатель Kia Ceed G4FA в наличии
Местоположение: Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Двигатель Kia Ceed G4FA в наличии";81000;;;;;;new;;;;;;17.10_26;active;;
7980173484;Package;7980173484;;"Самарская обл., Самара, ул. Авроры, 110к3";;"Запчасти и аксессуары";"Двигатель Lifan Solano LF481Q3
Местоположение: Самарская обл., Самара, ул. Авроры, 110к3";;"Двигатель Lifan Solano LF481Q3";99000;;;;;;new;;;;;;17.10_26;active;;
7980171165;Package;7980171165;;"Самарская обл., Самара, ул. Авроры, 110к3";;"Запчасти и аксессуары";"Двигатель Hyundai Sonata G4GC
Местоположение: Самарская обл., Самара, ул. Авроры, 110к3";;"Двигатель Hyundai Sonata G4GC";115200;;;;;;new;;;;;;17.10_26;active;;
7980169503;Package;7980169503;;"Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Запчасти и аксессуары";"Двигатель Hyundai Matrix G4ED
Местоположение: Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Двигатель Hyundai Matrix G4ED";108000;;;;;;new;;;;;;17.10_26;active;;
7980169400;Package;7980169400;;"Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Запчасти и аксессуары";"Двигатель Vortex Estina SQR477F в наличии
Местоположение: Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Двигатель Vortex Estina SQR477F в наличии";94500;;;;;;new;;;;;;17.10_26;active;;
7980166942;Package;7980166942;;"Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Запчасти и аксессуары";"Двигатель Hyundai i20 G4FC в наличии
Местоположение: Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Двигатель Hyundai i20 G4FC в наличии";81000;;;;;;new;;;;;;17.10_26;active;;
7980159121;Package;7980159121;;"Самарская обл., Самара, ул. Авроры, 110к3";;"Запчасти и аксессуары";"Двигатель кiа Сeratо G4NA
Местоположение: Самарская обл., Самара, ул. Авроры, 110к3";;"Двигатель кiа Сeratо G4NA";135000;;;;;;new;;;;;;17.10_26;active;;
7980158066;Package;7980158066;;"Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2";;"Запчасти и аксессуары";"Двигатель Hyundai Sonata G4GC
Местоположение: Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2";;"Двигатель Hyundai Sonata G4GC";115200;;;;;;new;;;;;;17.10_26;active;;
7980156839;Package;7980156839;;"Самарская обл., Самара, ул. Авроры, 110к3";;"Запчасти и аксессуары";"Двигатель Kia Cadenza G4KE в наличии
Местоположение: Самарская обл., Самара, ул. Авроры, 110к3";;"Двигатель Kia Cadenza G4KE в наличии";135000;;;;;;new;;;;;;17.10_26;active;;
7980156710;Package;7980156710;;"Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Запчасти и аксессуары";"Двигатель Kia Magentis G4KE в наличии
Местоположение: Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Двигатель Kia Magentis G4KE в наличии";135000;;;;;;new;;;;;;17.10_26;active;;
7980156286;Package;7980156286;;"Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2";;"Запчасти и аксессуары";"Двигатель Geely Emgrand JL4G18 в наличии
Местоположение: Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2";;"Двигатель Geely Emgrand JL4G18 в наличии";135000;;;;;;new;;;;;;17.10_26;active;;
7980153823;Package;7980153823;;"Республика Крым, Симферополь, ул. Героев Сталинграда, 10";;"Запчасти и аксессуары";"Двигатель Geely Vision JL4G18 в наличии
Местоположение: Республика Крым, Симферополь, ул. Героев Сталинграда, 10";;"Двигатель Geely Vision JL4G18 в наличии";135000;;;;;;new;;;;;;17.10_26;active;;
7980153428;Package;7980153428;;"Самарская обл., Самара, ул. Авроры, 110к3";;"Запчасти и аксессуары";"Двигатель Kia ProCeed G4GC в наличии
Местоположение: Самарская обл., Самара, ул. Авроры, 110к3";;"Двигатель Kia ProCeed G4GC в наличии";115200;;;;;;new;;;;;;17.10_26;active;;
7980151007;Package;7980151007;;"Самарская обл., Самара, ул. Авроры, 110к3";;"Запчасти и аксессуары";"Двигатель Zaz Lanos SQR477F в наличии
Местоположение: Самарская обл., Самара, ул. Авроры, 110к3";;"Двигатель Zaz Lanos SQR477F в наличии";94500;;;;;;new;;;;;;17.10_26;active;;
7980148004;Package;7980148004;;"Самарская обл., Самара, ул. Авроры, 110к3";;"Запчасти и аксессуары";"Двигатель Chery QQ6 SQR473F в наличии
Местоположение: Самарская обл., Самара, ул. Авроры, 110к3";;"Двигатель Chery QQ6 SQR473F в наличии";94500;;;;;;new;;;;;;17.10_26;active;;
7980147648;Package;7980147648;;"Самарская обл., Самара, ул. Авроры, 110к3";;"Запчасти и аксессуары";"Двигатель Chery Tiggo SQR481F
Местоположение: Самарская обл., Самара, ул. Авроры, 110к3";;"Двигатель Chery Tiggo SQR481F";116100;;;;;;new;;;;;;17.10_26;active;;
7980147188;Package;7980147188;;"Республика Крым, Симферополь, ул. Героев Сталинграда, 10";;"Запчасти и аксессуары";"Двигатель Hyundai Santa Fe G4KE в наличии
Местоположение: Республика Крым, Симферополь, ул. Героев Сталинграда, 10";;"Двигатель Hyundai Santa Fe G4KE в наличии";135000;;;;;;new;;;;;;17.10_26;active;;
7980146560;Package;7980146560;;"Республика Крым, Симферополь, ул. Героев Сталинграда, 10";;"Запчасти и аксессуары";"Двигатель Chery Eastar Cross SQR481FC
Местоположение: Республика Крым, Симферополь, ул. Героев Сталинграда, 10";;"Двигатель Chery Eastar Cross SQR481FC";116100;;;;;;new;;;;;;17.10_26;active;;
7980139935;Package;7980139935;;"Самарская обл., Самара, ул. Авроры, 110к3";;"Запчасти и аксессуары";"Двигатель Kia Cerato G4FC в наличии
Местоположение: Самарская обл., Самара, ул. Авроры, 110к3";;"Двигатель Kia Cerato G4FC в наличии";81000;;;;;;new;;;;;;17.10_26;active;;
7980139704;Package;7980139704;;"Ставропольский край, Ставрополь, Селекционная ул., 19/1";;"Запчасти и аксессуары";"Двигатель Kia Venga G4FC в наличии
Местоположение: Ставропольский край, Ставрополь, Селекционная ул., 19/1";;"Двигатель Kia Venga G4FC в наличии";81000;;;;;;new;;;;;;17.10_26;active;;
7980135208;Package;7980135208;;"Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2";;"Запчасти и аксессуары";"Двигатель Hyundai i20 G4FA в наличии
Местоположение: Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2";;"Двигатель Hyundai i20 G4FA в наличии";81000;;;;;;new;;;;;;17.10_26;active;;
7980133237;Package;7980133237;;"Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Запчасти и аксессуары";"Двигатель кiа К5 G4NA в наличии
Местоположение: Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Двигатель кiа К5 G4NA в наличии";135000;;;;;;new;;;;;;17.10_26;active;;
7980133186;Package;7980133186;;"Республика Крым, Симферополь, ул. Героев Сталинграда, 10";;"Запчасти и аксессуары";"Двигатель Geely Emgrand JL4G18 в наличии
Местоположение: Республика Крым, Симферополь, ул. Героев Сталинграда, 10";;"Двигатель Geely Emgrand JL4G18 в наличии";135000;;;;;;new;;;;;;17.10_26;active;;
7980131291;Package;7980131291;;"Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Запчасти и аксессуары";"Двигатель Chery Tiggo SQR481FC в наличии
Местоположение: Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Двигатель Chery Tiggo SQR481FC в наличии";116100;;;;;;new;;;;;;17.10_26;active;;
7980126861;Package;7980126861;;"Республика Крым, Симферополь, ул. Героев Сталинграда, 10";;"Запчасти и аксессуары";"Двигатель Hyundai Solaris G4FA в наличии
Местоположение: Республика Крым, Симферополь, ул. Героев Сталинграда, 10";;"Двигатель Hyundai Solaris G4FA в наличии";81000;;;;;;new;;;;;;17.10_26;active;;
7980125163;Package;7980125163;;"Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Запчасти и аксессуары";"Двигатель Lifan Breez LF479Q3 в наличии
Местоположение: Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Двигатель Lifan Breez LF479Q3 в наличии";94990;;;;;;new;;;;;;17.10_26;active;;
7980124079;Package;7980124079;;"Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Запчасти и аксессуары";"Двигатель Kia Carens G4GC в наличии
Местоположение: Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Двигатель Kia Carens G4GC в наличии";115200;;;;;;new;;;;;;17.10_26;active;;
7980123073;Package;7980123073;;"Самарская обл., Самара, ул. Авроры, 110к3";;"Запчасти и аксессуары";"Двигатель Kia Rio G4EE в наличии
Местоположение: Самарская обл., Самара, ул. Авроры, 110к3";;"Двигатель Kia Rio G4EE в наличии";108000;;;;;;new;;;;;;17.10_26;active;;
7980120604;Package;7980120604;;"Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2";;"Запчасти и аксессуары";"Двигатель Kia Magentis G4KE в наличии
Местоположение: Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2";;"Двигатель Kia Magentis G4KE в наличии";135000;;;;;;new;;;;;;17.10_26;active;;
7980119663;Package;7980119663;;"Республика Крым, Симферополь, ул. Героев Сталинграда, 10";;"Запчасти и аксессуары";"Двигатель Vortex Tingo SQR481FC в наличии
Местоположение: Республика Крым, Симферополь, ул. Героев Сталинграда, 10";;"Двигатель Vortex Tingo SQR481FC в наличии";116100;;;;;;new;;;;;;17.10_26;active;;
7980117166;Package;7980117166;;"Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2";;"Запчасти и аксессуары";"Двигатель Geely Emgrand JL4G15D в наличии
Местоположение: Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2";;"Двигатель Geely Emgrand JL4G15D в наличии";135000;;;;;;new;;;;;;17.10_26;active;;
7980114136;Package;7980114136;;"Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Запчасти и аксессуары";"Двигатель Great Wall 4G64S4N в наличии
Местоположение: Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Двигатель Great Wall 4G64S4N в наличии";89100;;;;;;new;;;;;;17.10_26;active;;
7980112562;Package;7980112562;;"Самарская обл., Самара, ул. Авроры, 110к3";;"Запчасти и аксессуары";"Двигатель Chery Fulwin SQR477F в наличии
Местоположение: Самарская обл., Самара, ул. Авроры, 110к3";;"Двигатель Chery Fulwin SQR477F в наличии";94500;;;;;;new;;;;;;17.10_26;active;;
7980110297;Package;7980110297;;"Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2";;"Запчасти и аксессуары";"Двигатель Chery Eastar SQR481FC
Местоположение: Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2";;"Двигатель Chery Eastar SQR481FC";116100;;;;;;new;;;;;;17.10_26;active;;
7980109384;Package;7980109384;;"Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Запчасти и аксессуары";"Двигатель Geely Okavango JLH-3G15TD в наличии
Местоположение: Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Двигатель Geely Okavango JLH-3G15TD в наличии";136800;;;;;;new;;;;;;17.10_26;active;;
7980108844;Package;7980108844;;"Республика Крым, Симферополь, ул. Героев Сталинграда, 10";;"Запчасти и аксессуары";"Двигатель Kia Rio G4FG в наличии
Местоположение: Республика Крым, Симферополь, ул. Героев Сталинграда, 10";;"Двигатель Kia Rio G4FG в наличии";103500;;;;;;new;;;;;;17.10_26;active;;
7980106450;Package;7980106450;;"Самарская обл., Самара, ул. Авроры, 110к3";;"Запчасти и аксессуары";"Двигатель Mitsubishi Lancer 4G18
Местоположение: Самарская обл., Самара, ул. Авроры, 110к3";;"Двигатель Mitsubishi Lancer 4G18";85500;;;;;;new;;;;;;17.10_26;active;;
7980105286;Package;7980105286;;"Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Запчасти и аксессуары";"Двигатель Kia Sportage G4KD в наличии
Местоположение: Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Двигатель Kia Sportage G4KD в наличии";135000;;;;;;new;;;;;;17.10_26;active;;
7980104401;Package;7980104401;;"Ставропольский край, Ставрополь, Селекционная ул., 19/1";;"Запчасти и аксессуары";"Двигатель Lifan Solano LFB479Q
Местоположение: Ставропольский край, Ставрополь, Селекционная ул., 19/1";;"Двигатель Lifan Solano LFB479Q";130500;;;;;;new;;;;;;17.10_26;active;;
7980104099;Package;7980104099;;"Республика Крым, Симферополь, ул. Героев Сталинграда, 10";;"Запчасти и аксессуары";"Двигатель Нyundаi Sоlаris G4FG
Местоположение: Республика Крым, Симферополь, ул. Героев Сталинграда, 10";;"Двигатель Нyundаi Sоlаris G4FG";103500;;;;;;new;;;;;;17.10_26;active;;
7980102712;Package;7980102712;;"Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2";;"Запчасти и аксессуары";"Двигатель Kia Soul G4GC в наличии
Местоположение: Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2";;"Двигатель Kia Soul G4GC в наличии";115200;;;;;;new;;;;;;17.10_26;active;;
7980102153;Package;7980102153;;"Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Запчасти и аксессуары";"Двигатель Geely Vision JL4G18 в наличии
Местоположение: Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Двигатель Geely Vision JL4G18 в наличии";135000;;;;;;new;;;;;;17.10_26;active;;
7980101842;Package;7980101842;;"Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2";;"Запчасти и аксессуары";"Двигатель Hyundai Getz G4ED в наличии
Местоположение: Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2";;"Двигатель Hyundai Getz G4ED в наличии";108000;;;;;;new;;;;;;17.10_26;active;;
7980097055;Package;7980097055;;"Республика Крым, Симферополь, ул. Героев Сталинграда, 10";;"Запчасти и аксессуары";"Двигатель Hyundai Coupe G4GC в наличии
Местоположение: Республика Крым, Симферополь, ул. Героев Сталинграда, 10";;"Двигатель Hyundai Coupe G4GC в наличии";115200;;;;;;new;;;;;;17.10_26;active;;
7980096292;Package;7980096292;;"Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Запчасти и аксессуары";"Двигатель Geely Coolray JLH-3G15TD в наличии
Местоположение: Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Двигатель Geely Coolray JLH-3G15TD в наличии";136800;;;;;;new;;;;;;17.10_26;active;;
7980095111;Package;7980095111;;"Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2";;"Запчасти и аксессуары";"Двигатель Kia Venga G4FC в наличии
Местоположение: Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2";;"Двигатель Kia Venga G4FC в наличии";81000;;;;;;new;;;;;;17.10_26;active;;
7980093914;Package;7980093914;;"Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2";;"Запчасти и аксессуары";"Двигатель ZAZ Vida SQR477F в наличии
Местоположение: Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2";;"Двигатель ZAZ Vida SQR477F в наличии";94500;;;;;;new;;;;;;17.10_26;active;;
7980090418;Package;7980090418;;"Республика Крым, Симферополь, ул. Героев Сталинграда, 10";;"Запчасти и аксессуары";"Двигатель Kia Optima G4KD в наличии
Местоположение: Республика Крым, Симферополь, ул. Героев Сталинграда, 10";;"Двигатель Kia Optima G4KD в наличии";135000;;;;;;new;;;;;;17.10_26;active;;
7980085613;Package;7980085613;;"Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Запчасти и аксессуары";"Двигатель Kia Soul G4FC в наличии
Местоположение: Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Двигатель Kia Soul G4FC в наличии";81000;;;;;;new;;;;;;17.10_26;active;;
7980082792;Package;7980082792;;"Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2";;"Запчасти и аксессуары";"Двигатель Нyundаi Сrеta G4NA в наличии
Местоположение: Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2";;"Двигатель Нyundаi Сrеta G4NA в наличии";135000;;;;;;new;;;;;;17.10_26;active;;
7980082581;Package;7980082581;;"Самарская обл., Самара, ул. Авроры, 110к3";;"Запчасти и аксессуары";"Двигатель Vortex Estina SQR477F в наличии
Местоположение: Самарская обл., Самара, ул. Авроры, 110к3";;"Двигатель Vortex Estina SQR477F в наличии";94500;;;;;;new;;;;;;17.10_26;active;;
7980081969;Package;7980081969;;"Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Запчасти и аксессуары";"Двигатель Kia Rio G4EE
Местоположение: Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Двигатель Kia Rio G4EE";108000;;;;;;new;;;;;;17.10_26;active;;
7980081775;Package;7980081775;;"Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Запчасти и аксессуары";"Двигатель Chery A3 sqre4G16
Местоположение: Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Двигатель Chery A3 sqre4G16";121500;;;;;;new;;;;;;17.10_26;active;;
7980081213;Package;7980081213;;"Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2";;"Запчасти и аксессуары";"Двигатель Chery E5 SQR477F в наличии
Местоположение: Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2";;"Двигатель Chery E5 SQR477F в наличии";94500;;;;;;new;;;;;;17.10_26;active;;
7980079399;Package;7980079399;;"Республика Крым, Симферополь, ул. Героев Сталинграда, 10";;"Запчасти и аксессуары";"Двигатель кiа Sоul G4NA в наличии
Местоположение: Республика Крым, Симферополь, ул. Героев Сталинграда, 10";;"Двигатель кiа Sоul G4NA в наличии";135000;;;;;;new;;;;;;17.10_26;active;;
7980078551;Package;7980078551;;"Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Запчасти и аксессуары";"Двигатель Lifan Solano LFB479Q
Местоположение: Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Двигатель Lifan Solano LFB479Q";130500;;;;;;new;;;;;;17.10_26;active;;
7980078242;Package;7980078242;;"Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Запчасти и аксессуары";"Двигатель Chery Indis SQR473F
Местоположение: Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Двигатель Chery Indis SQR473F";94500;;;;;;new;;;;;;17.10_26;active;;
7980078199;Package;7980078199;;"Самарская обл., Самара, ул. Авроры, 110к3";;"Запчасти и аксессуары";"Двигатель Vortex Tingo SQR481FC в наличии
Местоположение: Самарская обл., Самара, ул. Авроры, 110к3";;"Двигатель Vortex Tingo SQR481FC в наличии";116100;;;;;;new;;;;;;17.10_26;active;;
7980073317;Package;7980073317;;"Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2";;"Запчасти и аксессуары";"Двигатель Kia Venga G4FA в наличии
Местоположение: Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2";;"Двигатель Kia Venga G4FA в наличии";81000;;;;;;new;;;;;;17.10_26;active;;
